Order ID,Date,Year,Quarter,Month,Region,State,City,Product Category,Product Subcategory,Product Name,Brand,Sales Channel,Customer Segment,Sales Rep,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Payment Method,Customer Satisfaction
40128,2024-09-12,2024,Q3,Sep,Northeast,Massachusetts,Boston,Electronics,Laptop,UltraBook Pro,Nimbus,Online,Small Business,Emily Carter,8,1115,0.1,8028.0,5053.35,2974.65,Digital Wallet,Satisfied
40129,2024-04-12,2024,Q2,Apr,Northeast,New York,New York,Furniture,Cabinet,StoragePlus,NovaTech,Online,Consumer,Jessica Lee,12,863,0.0,10356.0,7624.76,2731.24,Cash,Unsatisfied
40130,2024-07-28,2024,Q3,Jul,West,Colorado,Denver,Electronics,Laptop,UltraBook Pro,Orbit,Distributor,Small Business,Sarah Lopez,5,356,0.0,1780.0,1219.48,560.52,Cash,Unsatisfied
40131,2024-12-01,2024,Q4,Dec,Northeast,Pennsylvania,Philadelphia,Electronics,Phone,Galaxy Max,NovaTech,Online,Small Business,Jessica Lee,20,621,0.05,11799.0,7176.03,4622.97,Cash,Satisfied
40132,2024-08-07,2024,Q3,Aug,West,California,Los Angeles,Furniture,Cabinet,StoragePlus,Vertex,Retail,Corporate,John Miller,13,1068,0.1,12495.6,8662.16,3833.44,Cash,Satisfied
40133,2024-04-12,2024,Q2,Apr,Northeast,Massachusetts,Boston,Furniture,Cabinet,StoragePlus,NovaTech,Online,Consumer,David Clark,18,513,0.05,8772.3,4963.16,3809.14,Cash,Neutral
40134,2024-06-02,2024,Q2,Jun,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Orbit,Retail,Corporate,John Miller,6,630,0.0,3780.0,2599.49,1180.51,Digital Wallet,Very Satisfied
40135,2024-10-14,2024,Q4,Oct,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Nimbus,Online,Small Business,John Miller,19,820,0.15,13243.0,9654.11,3588.89,Cash,Satisfied
40136,2024-07-05,2024,Q3,Jul,Northeast,New York,New York,Accessories,Headphones,SoundMax,Nimbus,Distributor,Small Business,Emily Carter,12,909,0.0,10908.0,7951.25,2956.75,Bank Transfer,Neutral
40137,2024-08-14,2024,Q3,Aug,Midwest,Michigan,Detroit,Furniture,Chair,ComfortSeat,Vertex,Distributor,Corporate,Emily Carter,5,885,0.0,4425.0,3148.91,1276.09,Cash,Satisfied
40138,2024-01-17,2024,Q1,Jan,South,Georgia,Atlanta,Accessories,Keyboard,KeyPro,Orbit,Retail,Consumer,Michael Brown,6,1038,0.15,5293.8,3319.96,1973.84,Digital Wallet,Unsatisfied
40139,2024-06-22,2024,Q2,Jun,West,Colorado,Denver,Furniture,Cabinet,StoragePlus,Vertex,Retail,Consumer,John Miller,20,668,0.15,11356.0,6665.31,4690.69,Cash,Very Satisfied
40140,2024-09-30,2024,Q3,Sep,Northeast,New York,New York,Furniture,Chair,ComfortSeat,Nimbus,Distributor,Small Business,David Clark,6,358,0.05,2040.6,1490.5,550.1,Card,Satisfied
40141,2024-01-05,2024,Q1,Jan,Midwest,Michigan,Detroit,Electronics,Tablet,Tab Elite,Orbit,Retail,Small Business,David Clark,20,93,0.1,1674.0,1086.54,587.46,Digital Wallet,Very Satisfied
40142,2024-08-01,2024,Q3,Aug,South,Florida,Miami,Electronics,Tablet,Tab Elite,Apex,Online,Consumer,Sarah Lopez,10,790,0.1,7110.0,4636.23,2473.77,Cash,Neutral
40143,2024-09-01,2024,Q3,Sep,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Orbit,Online,Small Business,Sarah Lopez,4,782,0.1,2815.2,2092.76,722.44,Card,Very Satisfied
40144,2024-09-28,2024,Q3,Sep,West,Washington,Seattle,Accessories,Keyboard,KeyPro,Orbit,Retail,Corporate,Michael Brown,13,583,0.1,6821.1,4844.53,1976.57,Digital Wallet,Neutral
40145,2024-03-04,2024,Q1,Mar,West,Washington,Seattle,Accessories,Mouse,ClickPro,Vertex,Distributor,Small Business,Sarah Lopez,14,150,0.15,1785.0,996.23,788.77,Digital Wallet,Very Satisfied
40146,2024-12-24,2024,Q4,Dec,South,Texas,Dallas,Accessories,Keyboard,KeyPro,Orbit,Retail,Corporate,Emily Carter,20,842,0.1,15156.0,10610.48,4545.52,Digital Wallet,Very Satisfied
40147,2024-09-07,2024,Q3,Sep,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Nimbus,Online,Small Business,Jessica Lee,9,685,0.0,6165.0,3476.4,2688.6,Digital Wallet,Very Satisfied
40148,2024-06-22,2024,Q2,Jun,South,Georgia,Atlanta,Furniture,Cabinet,StoragePlus,Apex,Retail,Consumer,Emily Carter,14,780,0.0,10920.0,8039.69,2880.31,Bank Transfer,Very Satisfied
40149,2024-05-31,2024,Q2,May,Northeast,Pennsylvania,Philadelphia,Accessories,Mouse,ClickPro,Orbit,Online,Small Business,Jessica Lee,3,1086,0.1,2932.2,1755.0,1177.2,Card,Very Satisfied
40150,2024-11-23,2024,Q4,Nov,West,Washington,Seattle,Electronics,Phone,Galaxy Max,Nimbus,Retail,Consumer,Sarah Lopez,20,813,0.1,14634.0,9301.65,5332.35,Cash,Very Satisfied
40151,2024-12-12,2024,Q4,Dec,Northeast,Pennsylvania,Philadelphia,Electronics,Laptop,UltraBook Pro,Apex,Online,Corporate,Sarah Lopez,15,548,0.0,8220.0,5238.22,2981.78,Digital Wallet,Very Satisfied
40152,2024-01-07,2024,Q1,Jan,Northeast,New York,New York,Accessories,Headphones,SoundMax,Apex,Distributor,Consumer,Michael Brown,2,599,0.0,1198.0,720.67,477.33,Cash,Unsatisfied
40153,2024-09-06,2024,Q3,Sep,Northeast,New York,New York,Electronics,Phone,Galaxy Max,NovaTech,Retail,Small Business,Sarah Lopez,3,852,0.05,2428.2,1638.8,789.4,Bank Transfer,Very Satisfied
40154,2024-06-01,2024,Q2,Jun,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,NovaTech,Retail,Consumer,Jessica Lee,12,104,0.0,1248.0,793.19,454.81,Bank Transfer,Unsatisfied
40155,2024-03-14,2024,Q1,Mar,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Nimbus,Retail,Corporate,Jessica Lee,15,304,0.0,4560.0,2873.26,1686.74,Digital Wallet,Unsatisfied
40156,2024-03-29,2024,Q1,Mar,Midwest,Ohio,Columbus,Furniture,Cabinet,StoragePlus,Nimbus,Distributor,Small Business,Emily Carter,3,519,0.1,1401.3,1017.07,384.23,Digital Wallet,Unsatisfied
40157,2024-11-15,2024,Q4,Nov,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Nimbus,Online,Consumer,Sarah Lopez,14,963,0.1,12133.8,7563.46,4570.34,Cash,Unsatisfied
40158,2024-10-23,2024,Q4,Oct,Northeast,Pennsylvania,Philadelphia,Accessories,Keyboard,KeyPro,NovaTech,Online,Corporate,Michael Brown,3,646,0.05,1841.1,1104.76,736.34,Card,Very Satisfied
40159,2024-03-18,2024,Q1,Mar,Northeast,New York,New York,Electronics,Tablet,Tab Elite,NovaTech,Distributor,Small Business,Emily Carter,2,1198,0.15,2036.6,1414.48,622.12,Digital Wallet,Satisfied
40160,2024-01-15,2024,Q1,Jan,Northeast,New York,New York,Furniture,Desk,WorkDesk Pro,Orbit,Retail,Consumer,David Clark,20,1072,0.05,20368.0,14899.92,5468.08,Bank Transfer,Neutral
40161,2024-03-20,2024,Q1,Mar,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Vertex,Distributor,Corporate,Jessica Lee,16,986,0.05,14987.2,8883.54,6103.66,Cash,Very Satisfied
40162,2024-07-22,2024,Q3,Jul,Midwest,Illinois,Chicago,Furniture,Chair,ComfortSeat,Nimbus,Distributor,Corporate,Emily Carter,16,147,0.15,1999.2,1295.47,703.73,Card,Very Satisfied
40163,2024-12-21,2024,Q4,Dec,Northeast,New York,New York,Accessories,Mouse,ClickPro,Nimbus,Distributor,Consumer,Emily Carter,19,1126,0.0,21394.0,15884.63,5509.37,Card,Satisfied
40164,2024-09-03,2024,Q3,Sep,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Orbit,Retail,Consumer,Sarah Lopez,5,1180,0.0,5900.0,3977.5,1922.5,Cash,Very Satisfied
40165,2024-01-02,2024,Q1,Jan,Midwest,Michigan,Detroit,Furniture,Desk,WorkDesk Pro,Nimbus,Online,Corporate,Jessica Lee,4,610,0.0,2440.0,1628.29,811.71,Cash,Neutral
40166,2024-02-26,2024,Q1,Feb,Northeast,New York,New York,Accessories,Headphones,SoundMax,Orbit,Retail,Consumer,Michael Brown,2,957,0.05,1818.3,1182.4,635.9,Digital Wallet,Unsatisfied
40167,2024-01-30,2024,Q1,Jan,South,Texas,Dallas,Electronics,Phone,Galaxy Max,NovaTech,Online,Consumer,John Miller,9,937,0.1,7589.7,4666.52,2923.18,Card,Neutral
40168,2024-10-18,2024,Q4,Oct,South,Florida,Miami,Accessories,Headphones,SoundMax,Nimbus,Retail,Consumer,Emily Carter,7,821,0.1,5172.3,3429.52,1742.78,Digital Wallet,Neutral
40169,2024-01-22,2024,Q1,Jan,Midwest,Michigan,Detroit,Furniture,Chair,ComfortSeat,Apex,Distributor,Small Business,Sarah Lopez,5,489,0.15,2078.25,1400.95,677.3,Digital Wallet,Neutral
40170,2024-07-27,2024,Q3,Jul,West,Colorado,Denver,Accessories,Headphones,SoundMax,Orbit,Online,Corporate,Michael Brown,6,225,0.1,1215.0,731.86,483.14,Cash,Neutral
40171,2024-01-16,2024,Q1,Jan,South,Georgia,Atlanta,Furniture,Cabinet,StoragePlus,Vertex,Distributor,Consumer,Jessica Lee,17,734,0.15,10606.3,6092.1,4514.2,Card,Very Satisfied
40172,2024-04-18,2024,Q2,Apr,Northeast,New York,New York,Accessories,Mouse,ClickPro,Apex,Retail,Corporate,John Miller,18,684,0.15,10465.2,6758.0,3707.2,Card,Satisfied
40173,2024-04-23,2024,Q2,Apr,West,California,Los Angeles,Accessories,Mouse,ClickPro,NovaTech,Retail,Small Business,Jessica Lee,10,933,0.0,9330.0,5207.61,4122.39,Cash,Very Satisfied
40174,2024-03-18,2024,Q1,Mar,West,California,Los Angeles,Accessories,Keyboard,KeyPro,NovaTech,Distributor,Consumer,Michael Brown,2,1136,0.0,2272.0,1432.72,839.28,Cash,Neutral
40175,2024-09-14,2024,Q3,Sep,Northeast,Pennsylvania,Philadelphia,Accessories,Keyboard,KeyPro,NovaTech,Distributor,Corporate,Michael Brown,15,848,0.05,12084.0,8919.64,3164.36,Card,Neutral
40176,2024-06-23,2024,Q2,Jun,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Vertex,Retail,Small Business,Sarah Lopez,12,402,0.1,4341.6,2997.21,1344.39,Digital Wallet,Unsatisfied
40177,2024-03-28,2024,Q1,Mar,West,Washington,Seattle,Furniture,Chair,ComfortSeat,NovaTech,Online,Consumer,Jessica Lee,18,751,0.05,12842.1,8229.69,4612.41,Bank Transfer,Very Satisfied
40178,2024-05-30,2024,Q2,May,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,NovaTech,Distributor,Consumer,Jessica Lee,15,1075,0.1,14512.5,8736.66,5775.84,Card,Satisfied
40179,2024-07-21,2024,Q3,Jul,South,Florida,Miami,Furniture,Chair,ComfortSeat,Apex,Distributor,Small Business,Sarah Lopez,9,951,0.15,7275.15,5091.89,2183.26,Cash,Unsatisfied
40180,2024-01-11,2024,Q1,Jan,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Apex,Retail,Corporate,Sarah Lopez,9,658,0.05,5625.9,3518.32,2107.58,Cash,Neutral
40181,2024-10-05,2024,Q4,Oct,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,Vertex,Distributor,Small Business,John Miller,19,821,0.05,14819.05,9231.32,5587.73,Digital Wallet,Satisfied
40182,2024-11-18,2024,Q4,Nov,Northeast,Pennsylvania,Philadelphia,Furniture,Cabinet,StoragePlus,Apex,Online,Consumer,Emily Carter,2,256,0.15,435.2,240.36,194.84,Digital Wallet,Very Satisfied
40183,2024-08-03,2024,Q3,Aug,West,California,Los Angeles,Accessories,Headphones,SoundMax,Orbit,Retail,Consumer,Emily Carter,8,1091,0.1,7855.2,5880.16,1975.04,Cash,Satisfied
40184,2024-02-17,2024,Q1,Feb,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Orbit,Online,Corporate,Sarah Lopez,19,1003,0.05,18104.15,10932.69,7171.46,Cash,Very Satisfied
40185,2024-09-10,2024,Q3,Sep,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Nimbus,Online,Small Business,Emily Carter,13,366,0.15,4044.3,2936.57,1107.73,Card,Unsatisfied
40186,2024-12-27,2024,Q4,Dec,Northeast,New York,New York,Furniture,Cabinet,StoragePlus,Orbit,Online,Consumer,David Clark,15,91,0.05,1296.75,777.17,519.58,Card,Neutral
40187,2024-03-30,2024,Q1,Mar,South,Texas,Dallas,Accessories,Mouse,ClickPro,Nimbus,Retail,Small Business,Michael Brown,3,884,0.05,2519.4,1488.79,1030.61,Cash,Satisfied
40188,2024-11-27,2024,Q4,Nov,West,California,Los Angeles,Furniture,Cabinet,StoragePlus,NovaTech,Retail,Consumer,Sarah Lopez,20,928,0.1,16704.0,12169.44,4534.56,Cash,Satisfied
40189,2024-09-09,2024,Q3,Sep,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Apex,Online,Corporate,Sarah Lopez,18,319,0.1,5167.8,3670.23,1497.57,Bank Transfer,Very Satisfied
40190,2024-07-20,2024,Q3,Jul,South,Georgia,Atlanta,Furniture,Cabinet,StoragePlus,Vertex,Online,Small Business,Sarah Lopez,13,1151,0.1,13466.7,8770.77,4695.93,Digital Wallet,Unsatisfied
40191,2024-03-13,2024,Q1,Mar,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Vertex,Distributor,Small Business,Michael Brown,16,683,0.1,9835.2,6602.96,3232.24,Cash,Neutral
40192,2024-05-04,2024,Q2,May,West,California,Los Angeles,Accessories,Keyboard,KeyPro,Nimbus,Online,Corporate,David Clark,3,951,0.0,2853.0,2019.36,833.64,Cash,Very Satisfied
40193,2024-08-28,2024,Q3,Aug,West,Colorado,Denver,Accessories,Keyboard,KeyPro,Apex,Online,Consumer,Jessica Lee,20,1112,0.1,20016.0,12551.35,7464.65,Digital Wallet,Very Satisfied
40194,2024-10-26,2024,Q4,Oct,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,Nimbus,Distributor,Small Business,John Miller,2,89,0.0,178.0,126.73,51.27,Cash,Very Satisfied
40195,2024-05-03,2024,Q2,May,Northeast,New York,New York,Electronics,Tablet,Tab Elite,Vertex,Distributor,Consumer,Sarah Lopez,7,394,0.0,2758.0,2058.82,699.18,Card,Very Satisfied
40196,2024-09-07,2024,Q3,Sep,South,Texas,Dallas,Accessories,Mouse,ClickPro,Orbit,Online,Small Business,Jessica Lee,6,370,0.1,1998.0,1296.84,701.16,Bank Transfer,Satisfied
40197,2024-10-02,2024,Q4,Oct,Northeast,Pennsylvania,Philadelphia,Electronics,Phone,Galaxy Max,Nimbus,Online,Small Business,Michael Brown,20,511,0.15,8687.0,5810.44,2876.56,Cash,Neutral
40198,2024-02-09,2024,Q1,Feb,Midwest,Ohio,Columbus,Accessories,Headphones,SoundMax,Nimbus,Distributor,Corporate,Emily Carter,15,787,0.0,11805.0,7438.15,4366.85,Cash,Satisfied
40199,2024-12-18,2024,Q4,Dec,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Apex,Distributor,Small Business,David Clark,8,642,0.15,4365.6,3236.79,1128.81,Cash,Unsatisfied
40200,2024-04-21,2024,Q2,Apr,Northeast,New York,New York,Furniture,Cabinet,StoragePlus,Nimbus,Online,Corporate,Michael Brown,16,1069,0.05,16248.8,10291.83,5956.97,Digital Wallet,Unsatisfied
40201,2024-11-05,2024,Q4,Nov,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Vertex,Distributor,Small Business,John Miller,20,943,0.15,16031.0,10633.84,5397.16,Card,Very Satisfied
40202,2024-12-07,2024,Q4,Dec,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,NovaTech,Distributor,Corporate,Jessica Lee,12,411,0.1,4438.8,2954.2,1484.6,Digital Wallet,Satisfied
40203,2024-10-14,2024,Q4,Oct,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Vertex,Retail,Corporate,Emily Carter,6,95,0.0,570.0,327.22,242.78,Digital Wallet,Satisfied
40204,2024-04-15,2024,Q2,Apr,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Orbit,Online,Small Business,John Miller,20,451,0.15,7667.0,4364.16,3302.84,Bank Transfer,Neutral
40205,2024-09-14,2024,Q3,Sep,Northeast,Pennsylvania,Philadelphia,Accessories,Keyboard,KeyPro,Vertex,Retail,Small Business,Emily Carter,14,48,0.05,638.4,437.42,200.98,Card,Unsatisfied
40206,2024-05-07,2024,Q2,May,West,Colorado,Denver,Accessories,Mouse,ClickPro,Orbit,Distributor,Small Business,John Miller,5,570,0.0,2850.0,2013.56,836.44,Cash,Very Satisfied
40207,2024-05-28,2024,Q2,May,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,NovaTech,Retail,Small Business,Sarah Lopez,9,550,0.0,4950.0,3417.23,1532.77,Bank Transfer,Satisfied
40208,2024-04-08,2024,Q2,Apr,Midwest,Michigan,Detroit,Furniture,Chair,ComfortSeat,Apex,Distributor,Corporate,Emily Carter,19,503,0.15,8123.45,5888.83,2234.62,Card,Unsatisfied
40209,2024-04-26,2024,Q2,Apr,Northeast,Massachusetts,Boston,Accessories,Keyboard,KeyPro,Orbit,Retail,Consumer,John Miller,5,242,0.0,1210.0,701.65,508.35,Digital Wallet,Satisfied
40210,2024-06-21,2024,Q2,Jun,Northeast,New York,New York,Accessories,Headphones,SoundMax,Orbit,Online,Corporate,Michael Brown,13,1035,0.1,12109.5,7806.75,4302.75,Cash,Satisfied
40211,2024-08-19,2024,Q3,Aug,Northeast,New York,New York,Furniture,Chair,ComfortSeat,Nimbus,Online,Consumer,Jessica Lee,16,66,0.15,897.6,641.79,255.81,Digital Wallet,Neutral
40212,2024-02-10,2024,Q1,Feb,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Nimbus,Retail,Corporate,David Clark,15,173,0.05,2465.25,1733.45,731.8,Card,Very Satisfied
40213,2024-07-31,2024,Q3,Jul,Northeast,Massachusetts,Boston,Electronics,Tablet,Tab Elite,NovaTech,Distributor,Consumer,Michael Brown,7,1191,0.05,7920.15,4609.43,3310.72,Digital Wallet,Very Satisfied
40214,2024-04-15,2024,Q2,Apr,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Orbit,Online,Small Business,Jessica Lee,18,118,0.15,1805.4,1333.23,472.17,Digital Wallet,Unsatisfied
40215,2024-10-18,2024,Q4,Oct,Northeast,Pennsylvania,Philadelphia,Accessories,Mouse,ClickPro,Nimbus,Distributor,Consumer,Jessica Lee,3,922,0.1,2489.4,1837.69,651.71,Card,Neutral
40216,2024-08-10,2024,Q3,Aug,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Orbit,Distributor,Consumer,Jessica Lee,18,1019,0.1,16507.8,9309.5,7198.3,Card,Neutral
40217,2024-09-25,2024,Q3,Sep,West,Colorado,Denver,Accessories,Keyboard,KeyPro,Nimbus,Online,Corporate,Emily Carter,9,1185,0.05,10131.75,7130.58,3001.17,Bank Transfer,Neutral
40218,2024-11-29,2024,Q4,Nov,West,California,Los Angeles,Furniture,Cabinet,StoragePlus,Apex,Distributor,Small Business,Michael Brown,11,1023,0.1,10127.7,5995.44,4132.26,Cash,Very Satisfied
40219,2024-08-13,2024,Q3,Aug,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,NovaTech,Retail,Corporate,John Miller,5,788,0.1,3546.0,2105.77,1440.23,Bank Transfer,Neutral
40220,2024-04-02,2024,Q2,Apr,South,Georgia,Atlanta,Electronics,Tablet,Tab Elite,NovaTech,Distributor,Small Business,Emily Carter,14,46,0.05,611.8,412.71,199.09,Card,Satisfied
40221,2024-01-05,2024,Q1,Jan,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,Apex,Retail,Consumer,Sarah Lopez,5,788,0.15,3349.0,2296.61,1052.39,Bank Transfer,Satisfied
40222,2024-01-25,2024,Q1,Jan,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Orbit,Distributor,Corporate,Jessica Lee,14,385,0.0,5390.0,3709.81,1680.19,Card,Satisfied
40223,2024-01-25,2024,Q1,Jan,South,Florida,Miami,Accessories,Mouse,ClickPro,Vertex,Retail,Corporate,Jessica Lee,1,791,0.05,751.45,499.05,252.4,Digital Wallet,Neutral
40224,2024-04-18,2024,Q2,Apr,Midwest,Illinois,Chicago,Furniture,Desk,WorkDesk Pro,Nimbus,Retail,Corporate,Michael Brown,20,286,0.05,5434.0,3473.19,1960.81,Bank Transfer,Unsatisfied
40225,2024-04-07,2024,Q2,Apr,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Apex,Retail,Consumer,David Clark,14,1022,0.0,14308.0,9229.21,5078.79,Cash,Very Satisfied
40226,2024-05-29,2024,Q2,May,Northeast,Massachusetts,Boston,Electronics,Phone,Galaxy Max,Vertex,Retail,Consumer,Sarah Lopez,11,814,0.0,8954.0,5167.16,3786.84,Digital Wallet,Neutral
40227,2024-07-11,2024,Q3,Jul,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,Nimbus,Retail,Small Business,Emily Carter,5,1166,0.0,5830.0,3747.4,2082.6,Digital Wallet,Very Satisfied
40228,2024-08-05,2024,Q3,Aug,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Nimbus,Online,Corporate,David Clark,12,152,0.05,1732.8,1093.97,638.83,Cash,Satisfied
40229,2024-12-23,2024,Q4,Dec,South,Georgia,Atlanta,Furniture,Cabinet,StoragePlus,Apex,Retail,Corporate,Michael Brown,18,1170,0.0,21060.0,12768.99,8291.01,Cash,Unsatisfied
40230,2024-04-27,2024,Q2,Apr,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,Orbit,Distributor,Consumer,Emily Carter,18,504,0.1,8164.8,5626.49,2538.31,Bank Transfer,Neutral
40231,2024-09-29,2024,Q3,Sep,West,Colorado,Denver,Accessories,Headphones,SoundMax,Nimbus,Distributor,Corporate,David Clark,12,1025,0.05,11685.0,7495.18,4189.82,Cash,Unsatisfied
40232,2024-02-03,2024,Q1,Feb,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,Nimbus,Retail,Consumer,Emily Carter,16,81,0.0,1296.0,948.79,347.21,Card,Satisfied
40233,2024-11-02,2024,Q4,Nov,Northeast,Pennsylvania,Philadelphia,Furniture,Chair,ComfortSeat,NovaTech,Online,Corporate,David Clark,14,1088,0.15,12947.2,9122.94,3824.26,Bank Transfer,Neutral
40234,2024-12-29,2024,Q4,Dec,Northeast,New York,New York,Electronics,Laptop,UltraBook Pro,Apex,Distributor,Consumer,David Clark,18,756,0.05,12927.6,8855.08,4072.52,Bank Transfer,Satisfied
40235,2024-04-10,2024,Q2,Apr,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Vertex,Retail,Small Business,David Clark,12,977,0.05,11137.8,6830.58,4307.22,Digital Wallet,Very Satisfied
40236,2024-05-18,2024,Q2,May,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Nimbus,Distributor,Small Business,Jessica Lee,9,441,0.05,3770.55,2451.92,1318.63,Card,Very Satisfied
40237,2024-07-17,2024,Q3,Jul,South,Texas,Dallas,Furniture,Cabinet,StoragePlus,Nimbus,Retail,Consumer,Emily Carter,5,913,0.05,4336.75,2465.7,1871.05,Digital Wallet,Unsatisfied
40238,2024-10-19,2024,Q4,Oct,South,Florida,Miami,Electronics,Tablet,Tab Elite,Orbit,Retail,Corporate,Emily Carter,10,898,0.15,7633.0,4826.77,2806.23,Card,Neutral
40239,2024-02-20,2024,Q1,Feb,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Nimbus,Retail,Small Business,Emily Carter,10,740,0.1,6660.0,4040.26,2619.74,Digital Wallet,Neutral
40240,2024-07-16,2024,Q3,Jul,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Orbit,Online,Consumer,Emily Carter,16,1114,0.0,17824.0,10536.16,7287.84,Bank Transfer,Neutral
40241,2024-12-10,2024,Q4,Dec,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Vertex,Distributor,Corporate,Sarah Lopez,16,353,0.0,5648.0,3820.24,1827.76,Digital Wallet,Unsatisfied
40242,2024-07-18,2024,Q3,Jul,Midwest,Michigan,Detroit,Furniture,Desk,WorkDesk Pro,Nimbus,Online,Small Business,Michael Brown,19,1180,0.0,22420.0,15098.91,7321.09,Card,Neutral
40243,2024-05-13,2024,Q2,May,South,Florida,Miami,Furniture,Chair,ComfortSeat,NovaTech,Online,Small Business,Michael Brown,20,319,0.1,5742.0,4291.37,1450.63,Card,Neutral
40244,2024-04-20,2024,Q2,Apr,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Vertex,Distributor,Small Business,Sarah Lopez,6,318,0.15,1621.8,941.65,680.15,Card,Neutral
40245,2024-03-23,2024,Q1,Mar,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Apex,Online,Small Business,Michael Brown,12,273,0.05,3112.2,2162.82,949.38,Cash,Unsatisfied
40246,2024-01-09,2024,Q1,Jan,Northeast,New York,New York,Furniture,Cabinet,StoragePlus,NovaTech,Retail,Corporate,David Clark,11,265,0.0,2915.0,1687.07,1227.93,Cash,Neutral
40247,2024-01-16,2024,Q1,Jan,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Orbit,Retail,Corporate,Jessica Lee,17,386,0.1,5905.8,4107.98,1797.82,Bank Transfer,Unsatisfied
40248,2024-12-13,2024,Q4,Dec,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Nimbus,Retail,Small Business,Jessica Lee,15,425,0.05,6056.25,3926.22,2130.03,Digital Wallet,Neutral
40249,2024-03-26,2024,Q1,Mar,South,Florida,Miami,Furniture,Cabinet,StoragePlus,Nimbus,Distributor,Corporate,Sarah Lopez,6,317,0.1,1711.8,1204.67,507.13,Bank Transfer,Unsatisfied
40250,2024-10-11,2024,Q4,Oct,Northeast,Massachusetts,Boston,Electronics,Tablet,Tab Elite,Nimbus,Online,Corporate,John Miller,14,1109,0.05,14749.7,8375.39,6374.31,Digital Wallet,Neutral
40251,2024-01-02,2024,Q1,Jan,Northeast,Massachusetts,Boston,Electronics,Laptop,UltraBook Pro,Orbit,Retail,Corporate,Jessica Lee,10,602,0.15,5117.0,3756.46,1360.54,Cash,Neutral
40252,2024-03-25,2024,Q1,Mar,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Nimbus,Distributor,Consumer,Emily Carter,12,478,0.1,5162.4,3028.61,2133.79,Cash,Satisfied
40253,2024-01-17,2024,Q1,Jan,South,Georgia,Atlanta,Electronics,Phone,Galaxy Max,Orbit,Distributor,Corporate,David Clark,3,229,0.05,652.65,481.29,171.36,Bank Transfer,Unsatisfied
40254,2024-01-14,2024,Q1,Jan,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Orbit,Online,Small Business,Jessica Lee,10,656,0.0,6560.0,3984.0,2576.0,Card,Satisfied
40255,2024-05-26,2024,Q2,May,Northeast,Massachusetts,Boston,Electronics,Laptop,UltraBook Pro,Apex,Retail,Corporate,Michael Brown,16,286,0.15,3889.6,2728.83,1160.77,Bank Transfer,Unsatisfied
