Order ID,Date,Year,Quarter,Month,Week,Region,State,Product Category,Product Subcategory,Sales Channel,Customer Segment,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Profit Margin,Marketing Channel
50168,2024-02-05,2024,Q1,Feb,6,South,Texas,Accessories,Mouse,Online,Small Business,24,1227,0.0,29448.0,16929.66,12518.34,0.4251,Social Media
50169,2024-08-12,2024,Q3,Aug,33,Midwest,Ohio,Furniture,Chair,Distributor,Small Business,15,630,0.0,9450.0,6497.79,2952.21,0.3124,Affiliate
50170,2024-04-18,2024,Q2,Apr,16,Midwest,Ohio,Furniture,Chair,Retail,Small Business,16,56,0.05,851.2,520.17,331.03,0.3889,Affiliate
50171,2024-07-03,2024,Q3,Jul,27,Midwest,Ohio,Accessories,Keyboard,Retail,Consumer,25,299,0.0,7475.0,5461.89,2013.11,0.2693,Affiliate
50172,2024-03-29,2024,Q1,Mar,13,West,Colorado,Electronics,Phone,Online,Corporate,8,798,0.05,6064.8,3747.79,2317.01,0.382,Social Media
50173,2024-01-14,2024,Q1,Jan,2,Northeast,Massachusetts,Furniture,Chair,Online,Consumer,12,481,0.0,5772.0,3904.57,1867.43,0.3235,Social Media
50174,2024-04-20,2024,Q2,Apr,16,Northeast,New York,Accessories,Keyboard,Online,Corporate,8,289,0.15,1965.2,1216.27,748.93,0.3811,Social Media
50175,2024-09-11,2024,Q3,Sep,37,South,Florida,Accessories,Headphones,Distributor,Small Business,25,1115,0.1,25087.5,14160.18,10927.32,0.4356,Direct
50176,2024-03-31,2024,Q1,Mar,13,Midwest,Michigan,Accessories,Keyboard,Retail,Corporate,25,86,0.1,1935.0,1069.6,865.4,0.4472,Affiliate
50177,2024-06-01,2024,Q2,Jun,22,West,California,Electronics,Phone,Distributor,Small Business,2,1257,0.15,2136.9,1299.5,837.4,0.3919,Email
50178,2024-05-12,2024,Q2,May,19,Midwest,Michigan,Furniture,Cabinet,Retail,Small Business,11,1019,0.05,10648.55,6505.43,4143.12,0.3891,Google Ads
50179,2024-03-03,2024,Q1,Mar,9,Northeast,Pennsylvania,Furniture,Cabinet,Online,Consumer,6,648,0.15,3304.8,2272.79,1032.01,0.3123,Social Media
50180,2024-01-16,2024,Q1,Jan,3,West,California,Accessories,Headphones,Distributor,Consumer,12,593,0.0,7116.0,4965.12,2150.88,0.3023,Affiliate
50181,2024-03-05,2024,Q1,Mar,10,South,Florida,Electronics,Laptop,Online,Corporate,10,391,0.05,3714.5,2116.53,1597.97,0.4302,Affiliate
50182,2024-05-29,2024,Q2,May,22,South,Georgia,Electronics,Tablet,Online,Corporate,21,1130,0.05,22543.5,16679.88,5863.62,0.2601,Google Ads
50183,2024-03-17,2024,Q1,Mar,11,West,Washington,Furniture,Chair,Online,Small Business,25,618,0.15,13132.5,7488.86,5643.64,0.4297,Social Media
50184,2024-08-04,2024,Q3,Aug,31,South,Georgia,Electronics,Tablet,Distributor,Consumer,18,741,0.0,13338.0,7673.23,5664.77,0.4247,Google Ads
50185,2024-06-20,2024,Q2,Jun,25,West,California,Accessories,Keyboard,Distributor,Small Business,7,491,0.0,3437.0,2046.45,1390.55,0.4046,Social Media
50186,2024-11-11,2024,Q4,Nov,46,West,Colorado,Accessories,Keyboard,Distributor,Consumer,17,809,0.1,12377.7,8791.01,3586.69,0.2898,Email
50187,2024-01-13,2024,Q1,Jan,2,Midwest,Michigan,Accessories,Keyboard,Distributor,Consumer,13,204,0.15,2254.2,1389.56,864.64,0.3836,Email
50188,2024-08-10,2024,Q3,Aug,32,Midwest,Michigan,Accessories,Headphones,Retail,Corporate,19,453,0.15,7315.95,4961.29,2354.66,0.3219,Email
50189,2024-01-11,2024,Q1,Jan,2,Northeast,New York,Accessories,Keyboard,Retail,Consumer,13,523,0.15,5779.15,3951.25,1827.9,0.3163,Direct
50190,2024-08-11,2024,Q3,Aug,32,Northeast,Massachusetts,Accessories,Keyboard,Retail,Consumer,16,1133,0.0,18128.0,12827.71,5300.29,0.2924,Affiliate
50191,2024-10-19,2024,Q4,Oct,42,Northeast,Pennsylvania,Electronics,Phone,Retail,Corporate,8,941,0.15,6398.8,4058.7,2340.1,0.3657,Affiliate
50192,2024-05-28,2024,Q2,May,22,West,California,Electronics,Phone,Retail,Corporate,6,240,0.0,1440.0,986.91,453.09,0.3146,Affiliate
50193,2024-10-05,2024,Q4,Oct,40,Midwest,Michigan,Accessories,Mouse,Online,Small Business,21,834,0.15,14886.9,8755.35,6131.55,0.4119,Affiliate
50194,2024-06-04,2024,Q2,Jun,23,Midwest,Illinois,Furniture,Chair,Retail,Corporate,23,512,0.0,11776.0,8588.34,3187.66,0.2707,Affiliate
50195,2024-11-10,2024,Q4,Nov,45,Midwest,Michigan,Furniture,Chair,Retail,Consumer,3,878,0.1,2370.6,1339.85,1030.75,0.4348,Social Media
50196,2024-09-26,2024,Q3,Sep,39,Midwest,Ohio,Accessories,Keyboard,Distributor,Small Business,7,1162,0.1,7320.6,4102.33,3218.27,0.4396,Affiliate
50197,2024-04-30,2024,Q2,Apr,18,Midwest,Illinois,Furniture,Cabinet,Retail,Corporate,18,1215,0.15,18589.5,12373.39,6216.11,0.3344,Social Media
50198,2024-09-16,2024,Q3,Sep,38,Northeast,Massachusetts,Furniture,Cabinet,Online,Small Business,4,1253,0.1,4510.8,2920.1,1590.7,0.3526,Affiliate
50199,2024-02-01,2024,Q1,Feb,5,Midwest,Michigan,Furniture,Desk,Online,Small Business,3,541,0.0,1623.0,1132.38,490.62,0.3023,Direct
50200,2024-06-04,2024,Q2,Jun,23,Midwest,Michigan,Electronics,Phone,Retail,Small Business,25,908,0.15,19295.0,13618.46,5676.54,0.2942,Google Ads
50201,2024-05-18,2024,Q2,May,20,Midwest,Illinois,Accessories,Mouse,Retail,Small Business,22,754,0.15,14099.8,8753.55,5346.25,0.3792,Email
50202,2024-08-26,2024,Q3,Aug,35,West,California,Accessories,Mouse,Distributor,Consumer,25,861,0.15,18296.25,11117.25,7179.0,0.3924,Direct
50203,2024-09-26,2024,Q3,Sep,39,West,California,Electronics,Laptop,Retail,Consumer,15,77,0.1,1039.5,665.86,373.64,0.3594,Affiliate
50204,2024-06-14,2024,Q2,Jun,24,Midwest,Ohio,Electronics,Phone,Retail,Small Business,16,558,0.15,7588.8,5403.52,2185.28,0.288,Email
50205,2024-10-12,2024,Q4,Oct,41,Northeast,Massachusetts,Electronics,Phone,Retail,Consumer,15,790,0.15,10072.5,6768.96,3303.54,0.328,Email
50206,2024-02-12,2024,Q1,Feb,7,South,Georgia,Accessories,Mouse,Retail,Corporate,19,1137,0.15,18362.55,10757.56,7604.99,0.4142,Social Media
50207,2024-04-16,2024,Q2,Apr,16,Midwest,Illinois,Furniture,Chair,Retail,Corporate,3,1002,0.05,2855.7,1969.76,885.94,0.3102,Direct
50208,2024-01-17,2024,Q1,Jan,3,West,Colorado,Electronics,Laptop,Distributor,Small Business,20,353,0.05,6707.0,4747.39,1959.61,0.2922,Google Ads
50209,2024-03-09,2024,Q1,Mar,10,West,Colorado,Electronics,Laptop,Online,Consumer,13,584,0.15,6453.2,3650.92,2802.28,0.4342,Email
50210,2024-05-11,2024,Q2,May,19,Midwest,Ohio,Accessories,Keyboard,Retail,Consumer,24,1109,0.1,23954.4,17246.82,6707.58,0.28,Social Media
50211,2024-01-19,2024,Q1,Jan,3,West,California,Accessories,Headphones,Retail,Small Business,11,775,0.0,8525.0,4884.46,3640.54,0.427,Direct
50212,2024-01-16,2024,Q1,Jan,3,South,Florida,Accessories,Mouse,Retail,Consumer,8,789,0.1,5680.8,3948.02,1732.78,0.305,Email
50213,2024-01-24,2024,Q1,Jan,4,Northeast,Pennsylvania,Furniture,Cabinet,Retail,Corporate,14,1156,0.0,16184.0,11586.58,4597.42,0.2841,Google Ads
50214,2024-02-19,2024,Q1,Feb,8,Northeast,Pennsylvania,Accessories,Headphones,Distributor,Consumer,18,908,0.1,14709.6,10935.95,3773.65,0.2565,Affiliate
50215,2024-08-24,2024,Q3,Aug,34,Northeast,Pennsylvania,Furniture,Chair,Online,Corporate,6,993,0.15,5064.3,2981.67,2082.63,0.4112,Social Media
50216,2024-09-08,2024,Q3,Sep,36,Northeast,Pennsylvania,Accessories,Keyboard,Online,Small Business,8,347,0.15,2359.6,1359.43,1000.17,0.4239,Email
50217,2024-05-27,2024,Q2,May,22,Northeast,Pennsylvania,Accessories,Mouse,Online,Corporate,12,1124,0.05,12813.6,9541.99,3271.61,0.2553,Social Media
50218,2024-10-15,2024,Q4,Oct,42,Northeast,Pennsylvania,Furniture,Desk,Distributor,Consumer,1,434,0.05,412.3,245.45,166.85,0.4047,Affiliate
50219,2024-07-15,2024,Q3,Jul,29,Midwest,Michigan,Accessories,Headphones,Retail,Small Business,23,1285,0.15,25121.75,15413.17,9708.58,0.3865,Direct
50220,2024-03-03,2024,Q1,Mar,9,West,Colorado,Furniture,Cabinet,Retail,Corporate,5,83,0.0,415.0,235.61,179.39,0.4323,Affiliate
50221,2024-11-25,2024,Q4,Nov,48,Northeast,New York,Furniture,Desk,Distributor,Corporate,6,82,0.1,442.8,262.4,180.4,0.4074,Google Ads
50222,2024-08-23,2024,Q3,Aug,34,Midwest,Ohio,Accessories,Headphones,Online,Corporate,17,970,0.15,14016.5,9505.53,4510.97,0.3218,Email
50223,2024-02-27,2024,Q1,Feb,9,Northeast,New York,Electronics,Phone,Distributor,Corporate,13,510,0.1,5967.0,3604.38,2362.62,0.3959,Direct
50224,2024-07-08,2024,Q3,Jul,28,West,Washington,Electronics,Laptop,Retail,Corporate,25,1250,0.05,29687.5,18905.7,10781.8,0.3632,Google Ads
50225,2024-01-18,2024,Q1,Jan,3,Midwest,Ohio,Furniture,Cabinet,Online,Consumer,3,703,0.15,1792.65,1118.59,674.06,0.376,Email
50226,2024-02-23,2024,Q1,Feb,8,West,Colorado,Accessories,Headphones,Distributor,Small Business,1,890,0.1,801.0,559.09,241.91,0.302,Direct
50227,2024-03-13,2024,Q1,Mar,11,Midwest,Illinois,Furniture,Chair,Online,Corporate,7,278,0.0,1946.0,1301.66,644.34,0.3311,Affiliate
50228,2024-09-24,2024,Q3,Sep,39,Northeast,New York,Electronics,Phone,Retail,Small Business,22,1012,0.15,18924.4,12942.39,5982.01,0.3161,Affiliate
50229,2024-02-02,2024,Q1,Feb,5,West,California,Electronics,Phone,Online,Small Business,21,80,0.05,1596.0,976.34,619.66,0.3883,Google Ads
50230,2024-06-05,2024,Q2,Jun,23,West,California,Accessories,Headphones,Retail,Small Business,18,956,0.15,14626.8,9176.19,5450.61,0.3726,Google Ads
50231,2024-02-22,2024,Q1,Feb,8,Northeast,Massachusetts,Electronics,Laptop,Distributor,Small Business,7,942,0.05,6264.3,4127.08,2137.22,0.3412,Social Media
50232,2024-03-14,2024,Q1,Mar,11,South,Florida,Electronics,Phone,Distributor,Small Business,11,418,0.0,4598.0,2607.69,1990.31,0.4329,Direct
50233,2024-05-09,2024,Q2,May,19,Northeast,New York,Electronics,Laptop,Online,Small Business,5,571,0.05,2712.25,1922.34,789.91,0.2912,Direct
50234,2024-02-28,2024,Q1,Feb,9,Northeast,Pennsylvania,Accessories,Keyboard,Distributor,Consumer,25,1196,0.0,29900.0,18856.1,11043.9,0.3694,Affiliate
50235,2024-10-14,2024,Q4,Oct,42,Northeast,New York,Electronics,Phone,Distributor,Corporate,21,227,0.05,4528.65,2945.83,1582.82,0.3495,Email
50236,2024-07-16,2024,Q3,Jul,29,Midwest,Illinois,Accessories,Keyboard,Online,Small Business,14,83,0.0,1162.0,820.49,341.51,0.2939,Email
50237,2024-01-16,2024,Q1,Jan,3,West,Washington,Furniture,Chair,Online,Small Business,11,1042,0.05,10888.9,7707.13,3181.77,0.2922,Social Media
50238,2024-11-02,2024,Q4,Nov,44,West,Washington,Accessories,Headphones,Distributor,Consumer,2,301,0.05,571.9,390.02,181.88,0.318,Social Media
50239,2024-12-18,2024,Q4,Dec,51,South,Georgia,Electronics,Tablet,Retail,Small Business,15,88,0.15,1122.0,703.84,418.16,0.3727,Email
50240,2024-05-07,2024,Q2,May,19,Midwest,Ohio,Electronics,Laptop,Distributor,Corporate,12,519,0.1,5605.2,4013.0,1592.2,0.2841,Affiliate
50241,2024-03-19,2024,Q1,Mar,12,Northeast,New York,Electronics,Tablet,Distributor,Consumer,13,1269,0.05,15672.15,10064.91,5607.24,0.3578,Social Media
50242,2024-08-18,2024,Q3,Aug,33,Northeast,New York,Electronics,Phone,Online,Small Business,6,719,0.0,4314.0,2386.97,1927.03,0.4467,Direct
50243,2024-05-28,2024,Q2,May,22,South,Georgia,Electronics,Tablet,Online,Corporate,12,196,0.1,2116.8,1504.54,612.26,0.2892,Email
50244,2024-03-15,2024,Q1,Mar,11,Midwest,Ohio,Electronics,Laptop,Distributor,Small Business,1,395,0.0,395.0,255.76,139.24,0.3525,Email
50245,2024-03-15,2024,Q1,Mar,11,South,Texas,Furniture,Desk,Online,Corporate,14,680,0.1,8568.0,4812.76,3755.24,0.4383,Google Ads
50246,2024-07-12,2024,Q3,Jul,28,South,Texas,Electronics,Tablet,Distributor,Small Business,17,380,0.15,5491.0,3216.09,2274.91,0.4143,Google Ads
50247,2024-07-14,2024,Q3,Jul,28,Northeast,New York,Accessories,Keyboard,Online,Consumer,11,748,0.05,7816.6,4997.64,2818.96,0.3606,Direct
50248,2024-01-27,2024,Q1,Jan,4,South,Texas,Furniture,Chair,Distributor,Consumer,10,1145,0.0,11450.0,7997.83,3452.17,0.3015,Google Ads
50249,2024-11-09,2024,Q4,Nov,45,Northeast,New York,Accessories,Keyboard,Retail,Small Business,12,1228,0.1,13262.4,7592.98,5669.42,0.4275,Social Media
50250,2024-01-23,2024,Q1,Jan,4,Midwest,Illinois,Electronics,Tablet,Distributor,Corporate,25,248,0.15,5270.0,3716.18,1553.82,0.2948,Google Ads
50251,2024-04-10,2024,Q2,Apr,15,Midwest,Ohio,Furniture,Chair,Online,Small Business,12,1217,0.1,13143.6,8709.98,4433.62,0.3373,Email
50252,2024-12-03,2024,Q4,Dec,49,Midwest,Ohio,Accessories,Keyboard,Distributor,Corporate,1,138,0.1,124.2,90.34,33.86,0.2726,Google Ads
50253,2024-05-24,2024,Q2,May,21,Midwest,Michigan,Electronics,Laptop,Retail,Consumer,25,500,0.05,11875.0,8736.06,3138.94,0.2643,Email
50254,2024-07-11,2024,Q3,Jul,28,South,Florida,Furniture,Cabinet,Online,Corporate,1,1127,0.1,1014.3,716.85,297.45,0.2933,Social Media
50255,2024-03-20,2024,Q1,Mar,12,West,California,Accessories,Mouse,Distributor,Corporate,19,840,0.05,15162.0,9211.83,5950.17,0.3924,Social Media
50256,2024-09-08,2024,Q3,Sep,36,South,Florida,Electronics,Phone,Distributor,Corporate,4,228,0.05,866.4,629.25,237.15,0.2737,Affiliate
50257,2024-10-13,2024,Q4,Oct,41,West,Washington,Furniture,Desk,Distributor,Corporate,22,1256,0.15,23487.2,13769.2,9718.0,0.4138,Email
50258,2024-06-01,2024,Q2,Jun,22,Northeast,New York,Accessories,Mouse,Retail,Consumer,22,216,0.0,4752.0,3280.5,1471.5,0.3097,Social Media
50259,2024-09-16,2024,Q3,Sep,38,South,Georgia,Accessories,Mouse,Online,Small Business,20,296,0.0,5920.0,3548.41,2371.59,0.4006,Direct
50260,2024-01-26,2024,Q1,Jan,4,Northeast,New York,Furniture,Desk,Retail,Small Business,7,170,0.0,1190.0,739.56,450.44,0.3785,Email
50261,2024-08-22,2024,Q3,Aug,34,South,Georgia,Furniture,Desk,Distributor,Small Business,19,409,0.05,7382.45,4175.64,3206.81,0.4344,Social Media
50262,2024-02-06,2024,Q1,Feb,6,West,California,Accessories,Keyboard,Distributor,Small Business,25,718,0.15,15257.5,10960.88,4296.62,0.2816,Direct
50263,2024-12-16,2024,Q4,Dec,51,West,Washington,Accessories,Mouse,Retail,Small Business,6,542,0.1,2926.8,1618.08,1308.72,0.4472,Email
50264,2024-08-27,2024,Q3,Aug,35,South,Georgia,Furniture,Chair,Retail,Corporate,4,517,0.0,2068.0,1409.91,658.09,0.3182,Email
50265,2024-05-06,2024,Q2,May,19,Midwest,Michigan,Furniture,Chair,Retail,Consumer,10,1057,0.1,9513.0,5366.97,4146.03,0.4358,Affiliate
50266,2024-11-27,2024,Q4,Nov,48,West,Colorado,Electronics,Tablet,Online,Consumer,12,1160,0.0,13920.0,7971.77,5948.23,0.4273,Affiliate
50267,2024-01-06,2024,Q1,Jan,1,West,Washington,Accessories,Keyboard,Distributor,Small Business,14,526,0.05,6995.8,3936.1,3059.7,0.4374,Google Ads
50268,2024-02-09,2024,Q1,Feb,6,South,Georgia,Furniture,Cabinet,Online,Small Business,3,362,0.05,1031.7,734.5,297.2,0.2881,Social Media
50269,2024-06-28,2024,Q2,Jun,26,Midwest,Michigan,Electronics,Phone,Distributor,Corporate,19,1156,0.1,19767.6,14043.11,5724.49,0.2896,Google Ads
50270,2024-02-05,2024,Q1,Feb,6,West,Washington,Electronics,Tablet,Retail,Small Business,1,157,0.15,133.45,74.04,59.41,0.4452,Google Ads
50271,2024-02-20,2024,Q1,Feb,8,South,Florida,Accessories,Mouse,Retail,Consumer,12,1176,0.15,11995.2,8179.55,3815.65,0.3181,Social Media
50272,2024-07-18,2024,Q3,Jul,29,Midwest,Illinois,Accessories,Keyboard,Retail,Corporate,16,870,0.1,12528.0,8859.79,3668.21,0.2928,Direct
50273,2024-11-30,2024,Q4,Nov,48,South,Florida,Accessories,Keyboard,Retail,Corporate,24,437,0.0,10488.0,7682.77,2805.23,0.2675,Google Ads
50274,2024-04-24,2024,Q2,Apr,17,Northeast,Pennsylvania,Furniture,Chair,Distributor,Corporate,17,135,0.05,2180.25,1278.23,902.02,0.4137,Google Ads
50275,2024-05-23,2024,Q2,May,21,West,California,Electronics,Tablet,Distributor,Consumer,7,924,0.0,6468.0,4773.96,1694.04,0.2619,Email
50276,2024-03-26,2024,Q1,Mar,13,Northeast,Pennsylvania,Electronics,Laptop,Retail,Small Business,3,1011,0.05,2881.35,1941.05,940.3,0.3263,Direct
50277,2024-05-19,2024,Q2,May,20,Northeast,Pennsylvania,Accessories,Headphones,Retail,Small Business,12,364,0.15,3712.8,2226.07,1486.73,0.4004,Direct
50278,2024-03-02,2024,Q1,Mar,9,South,Texas,Electronics,Laptop,Online,Consumer,22,235,0.0,5170.0,3820.12,1349.88,0.2611,Social Media
50279,2024-12-12,2024,Q4,Dec,50,South,Texas,Accessories,Mouse,Distributor,Small Business,17,375,0.15,5418.75,4010.93,1407.82,0.2598,Affiliate
50280,2024-12-01,2024,Q4,Dec,48,Northeast,New York,Furniture,Desk,Retail,Small Business,10,794,0.15,6749.0,4573.1,2175.9,0.3224,Direct
50281,2024-08-23,2024,Q3,Aug,34,West,Washington,Furniture,Desk,Online,Small Business,24,185,0.1,3996.0,2580.66,1415.34,0.3542,Direct
50282,2024-05-07,2024,Q2,May,19,Northeast,Pennsylvania,Furniture,Desk,Retail,Consumer,6,1086,0.1,5864.4,3642.41,2221.99,0.3789,Social Media
50283,2024-08-07,2024,Q3,Aug,32,Northeast,New York,Electronics,Laptop,Retail,Corporate,18,1233,0.1,19974.6,11230.99,8743.61,0.4377,Google Ads
50284,2024-11-08,2024,Q4,Nov,45,Midwest,Illinois,Furniture,Chair,Online,Corporate,18,1060,0.15,16218.0,10963.54,5254.46,0.324,Affiliate
50285,2024-04-22,2024,Q2,Apr,17,West,Washington,Accessories,Headphones,Distributor,Small Business,19,184,0.1,3146.4,1920.0,1226.4,0.3898,Direct
50286,2024-09-08,2024,Q3,Sep,36,Midwest,Ohio,Furniture,Cabinet,Retail,Small Business,12,125,0.1,1350.0,775.55,574.45,0.4255,Social Media
50287,2024-09-09,2024,Q3,Sep,37,West,Colorado,Furniture,Desk,Distributor,Consumer,11,880,0.1,8712.0,5285.8,3426.2,0.3933,Email
50288,2024-11-30,2024,Q4,Nov,48,Midwest,Ohio,Accessories,Mouse,Retail,Corporate,6,1197,0.0,7182.0,5204.64,1977.36,0.2753,Affiliate
50289,2024-03-16,2024,Q1,Mar,11,West,Washington,Accessories,Mouse,Online,Small Business,23,517,0.0,11891.0,8803.51,3087.49,0.2596,Direct
50290,2024-11-09,2024,Q4,Nov,45,South,Texas,Electronics,Tablet,Retail,Corporate,3,341,0.1,920.7,656.54,264.16,0.2869,Direct
50291,2024-07-04,2024,Q3,Jul,27,West,Colorado,Accessories,Keyboard,Distributor,Small Business,21,269,0.1,5084.1,2966.71,2117.39,0.4165,Google Ads
50292,2024-02-20,2024,Q1,Feb,8,West,Washington,Furniture,Desk,Online,Small Business,20,708,0.15,12036.0,7317.31,4718.69,0.392,Direct
50293,2024-05-22,2024,Q2,May,21,Northeast,Massachusetts,Electronics,Laptop,Retail,Consumer,18,334,0.05,5711.4,3406.31,2305.09,0.4036,Email
50294,2024-06-07,2024,Q2,Jun,23,West,Colorado,Accessories,Keyboard,Distributor,Corporate,1,407,0.0,407.0,237.5,169.5,0.4165,Email
50295,2024-09-08,2024,Q3,Sep,36,Northeast,Massachusetts,Accessories,Mouse,Retail,Consumer,19,1009,0.0,19171.0,11364.04,7806.96,0.4072,Email
50296,2024-02-10,2024,Q1,Feb,6,South,Florida,Accessories,Headphones,Retail,Small Business,11,607,0.05,6343.15,3726.36,2616.79,0.4125,Direct
50297,2024-01-04,2024,Q1,Jan,1,Midwest,Ohio,Furniture,Desk,Online,Corporate,5,419,0.05,1990.25,1339.76,650.49,0.3268,Email
50298,2024-10-11,2024,Q4,Oct,41,Northeast,Massachusetts,Electronics,Laptop,Online,Corporate,5,889,0.15,3778.25,2495.18,1283.07,0.3396,Email
50299,2024-11-30,2024,Q4,Nov,48,South,Texas,Electronics,Laptop,Online,Consumer,7,1011,0.1,6369.3,3587.28,2782.02,0.4368,Email
50300,2024-07-08,2024,Q3,Jul,28,Midwest,Michigan,Furniture,Cabinet,Online,Small Business,15,459,0.1,6196.5,4122.62,2073.88,0.3347,Email
50301,2024-11-15,2024,Q4,Nov,46,Northeast,Massachusetts,Furniture,Chair,Distributor,Small Business,10,1296,0.05,12312.0,8168.49,4143.51,0.3365,Direct
50302,2024-01-30,2024,Q1,Jan,5,South,Texas,Accessories,Mouse,Retail,Small Business,13,294,0.1,3439.8,2000.77,1439.03,0.4183,Affiliate
50303,2024-10-27,2024,Q4,Oct,43,West,California,Furniture,Cabinet,Retail,Small Business,1,393,0.05,373.35,212.85,160.5,0.4299,Social Media
50304,2024-02-11,2024,Q1,Feb,6,Northeast,Massachusetts,Electronics,Phone,Distributor,Corporate,12,1222,0.1,13197.6,7985.4,5212.2,0.3949,Social Media
50305,2024-07-01,2024,Q3,Jul,27,West,California,Accessories,Headphones,Distributor,Corporate,6,479,0.0,2874.0,2097.05,776.95,0.2703,Social Media
50306,2024-02-08,2024,Q1,Feb,6,Midwest,Michigan,Electronics,Phone,Retail,Corporate,19,385,0.0,7315.0,5319.38,1995.62,0.2728,Google Ads
50307,2024-04-10,2024,Q2,Apr,15,Northeast,New York,Accessories,Keyboard,Online,Corporate,5,787,0.05,3738.25,2540.21,1198.04,0.3205,Affiliate
50308,2024-06-11,2024,Q2,Jun,24,South,Georgia,Furniture,Cabinet,Retail,Corporate,2,757,0.15,1286.9,714.52,572.38,0.4448,Google Ads
50309,2024-06-10,2024,Q2,Jun,24,Northeast,Pennsylvania,Furniture,Desk,Online,Corporate,10,126,0.1,1134.0,639.52,494.48,0.436,Email
50310,2024-08-30,2024,Q3,Aug,35,West,California,Accessories,Keyboard,Retail,Consumer,20,868,0.0,17360.0,11072.01,6287.99,0.3622,Direct
50311,2024-07-28,2024,Q3,Jul,30,West,Colorado,Electronics,Phone,Distributor,Corporate,6,489,0.1,2640.6,1638.31,1002.29,0.3796,Social Media
50312,2024-06-14,2024,Q2,Jun,24,West,California,Furniture,Chair,Retail,Corporate,19,1152,0.15,18604.8,10651.43,7953.37,0.4275,Social Media
50313,2024-07-21,2024,Q3,Jul,29,West,Colorado,Electronics,Phone,Online,Small Business,11,630,0.15,5890.5,3453.25,2437.25,0.4138,Social Media
50314,2024-02-20,2024,Q1,Feb,8,West,California,Furniture,Desk,Online,Corporate,12,276,0.15,2815.2,2097.97,717.23,0.2548,Social Media
50315,2024-12-29,2024,Q4,Dec,52,Midwest,Michigan,Electronics,Tablet,Distributor,Corporate,6,530,0.05,3021.0,1913.27,1107.73,0.3667,Email
50316,2024-05-22,2024,Q2,May,21,Northeast,Pennsylvania,Electronics,Tablet,Distributor,Small Business,17,607,0.15,8771.15,5071.42,3699.73,0.4218,Social Media
50317,2024-03-26,2024,Q1,Mar,13,West,Washington,Accessories,Headphones,Retail,Corporate,20,1225,0.1,22050.0,15693.05,6356.95,0.2883,Social Media
50318,2024-03-18,2024,Q1,Mar,12,South,Texas,Electronics,Phone,Distributor,Small Business,21,1189,0.05,23720.55,14259.68,9460.87,0.3988,Email
50319,2024-06-25,2024,Q2,Jun,26,Midwest,Illinois,Accessories,Headphones,Online,Small Business,19,1160,0.0,22040.0,14672.17,7367.83,0.3343,Google Ads
50320,2024-04-02,2024,Q2,Apr,14,Midwest,Illinois,Furniture,Desk,Distributor,Consumer,13,1275,0.05,15746.25,10305.85,5440.4,0.3455,Google Ads
50321,2024-04-26,2024,Q2,Apr,17,West,California,Furniture,Desk,Online,Consumer,22,697,0.15,13033.9,7768.37,5265.53,0.404,Affiliate
50322,2024-12-27,2024,Q4,Dec,52,West,California,Accessories,Mouse,Retail,Small Business,9,436,0.0,3924.0,2513.97,1410.03,0.3593,Email
50323,2024-06-17,2024,Q2,Jun,25,Midwest,Ohio,Accessories,Mouse,Retail,Consumer,21,775,0.15,13833.75,7639.44,6194.31,0.4478,Direct
50324,2024-11-07,2024,Q4,Nov,45,West,Washington,Electronics,Tablet,Online,Corporate,22,1221,0.1,24175.8,14121.8,10054.0,0.4159,Social Media
50325,2024-11-22,2024,Q4,Nov,47,West,California,Furniture,Desk,Online,Corporate,4,1267,0.05,4814.6,2773.18,2041.42,0.424,Social Media
50326,2024-07-07,2024,Q3,Jul,27,West,California,Furniture,Cabinet,Retail,Consumer,7,1188,0.0,8316.0,6094.6,2221.4,0.2671,Google Ads
50327,2024-07-18,2024,Q3,Jul,29,South,Georgia,Accessories,Headphones,Distributor,Consumer,8,1131,0.15,7690.8,5738.98,1951.82,0.2538,Direct
50328,2024-11-26,2024,Q4,Nov,48,West,Colorado,Electronics,Phone,Distributor,Small Business,25,440,0.15,9350.0,5437.62,3912.38,0.4184,Google Ads
50329,2024-12-20,2024,Q4,Dec,51,South,Florida,Accessories,Mouse,Retail,Consumer,23,707,0.0,16261.0,10283.73,5977.27,0.3676,Affiliate
50330,2024-07-12,2024,Q3,Jul,28,West,Colorado,Furniture,Cabinet,Retail,Corporate,4,539,0.15,1832.6,1275.28,557.32,0.3041,Google Ads
50331,2024-02-15,2024,Q1,Feb,7,South,Georgia,Furniture,Desk,Distributor,Small Business,21,1149,0.05,22922.55,15835.68,7086.87,0.3092,Affiliate
50332,2024-05-24,2024,Q2,May,21,West,California,Furniture,Cabinet,Online,Small Business,8,75,0.0,600.0,443.24,156.76,0.2613,Direct
50333,2024-05-29,2024,Q2,May,22,South,Florida,Accessories,Keyboard,Online,Small Business,2,1130,0.0,2260.0,1628.5,631.5,0.2794,Direct
50334,2024-11-22,2024,Q4,Nov,47,West,California,Furniture,Chair,Online,Corporate,7,785,0.15,4670.75,3287.68,1383.07,0.2961,Email
50335,2024-02-19,2024,Q1,Feb,8,Midwest,Ohio,Accessories,Keyboard,Distributor,Small Business,20,858,0.15,14586.0,8540.82,6045.18,0.4145,Direct
50336,2024-07-03,2024,Q3,Jul,27,South,Georgia,Accessories,Mouse,Online,Corporate,11,1063,0.05,11108.35,6411.33,4697.02,0.4228,Direct
