Order ID,Date,Year,Quarter,Month,Week,Region,State,City,Product Category,Product Subcategory,Product Name,Sales Channel,Customer Segment,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Profit Margin,Marketing Channel,Payment Method
20139,2024-12-18,2024,Q4,Dec,51,South,Texas,Dallas,Accessories,Headphones,SoundMax,Distributor,Small Business,23,278,0.1,5754.6,4136.71,1617.89,0.2811,Email,Card
20140,2024-05-30,2024,Q2,May,22,West,California,Los Angeles,Accessories,Mouse,ClickPro,Retail,Small Business,13,1225,0.0,15925.0,11199.59,4725.41,0.2967,Direct,Cash
20141,2024-11-18,2024,Q4,Nov,47,Northeast,Massachusetts,Boston,Accessories,Mouse,ClickPro,Distributor,Small Business,18,788,0.05,13474.8,9786.92,3687.88,0.2737,Affiliate,Cash
20142,2024-11-30,2024,Q4,Nov,48,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Online,Consumer,3,731,0.05,2083.35,1491.57,591.78,0.2841,Email,Digital Wallet
20143,2024-05-14,2024,Q2,May,20,West,Washington,Seattle,Electronics,Laptop,UltraBook Pro,Retail,Small Business,3,1342,0.1,3623.4,2389.29,1234.11,0.3406,Social Media,Card
20144,2024-10-21,2024,Q4,Oct,43,Northeast,Pennsylvania,Philadelphia,Electronics,Phone,Galaxy Max,Online,Small Business,18,1305,0.1,21141.0,14021.3,7119.7,0.3368,Direct,Card
20145,2024-10-09,2024,Q4,Oct,41,Northeast,New York,New York,Accessories,Headphones,SoundMax,Distributor,Corporate,8,571,0.15,3882.8,2670.26,1212.54,0.3123,Email,Cash
20146,2024-12-25,2024,Q4,Dec,52,Northeast,Pennsylvania,Philadelphia,Furniture,Chair,ComfortSeat,Retail,Consumer,8,1014,0.05,7706.4,4832.0,2874.4,0.373,Google Ads,Transfer
20147,2024-12-14,2024,Q4,Dec,50,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Distributor,Small Business,22,911,0.0,20042.0,13041.93,7000.07,0.3493,Email,Cash
20148,2024-02-10,2024,Q1,Feb,6,Northeast,Massachusetts,Boston,Furniture,Desk,WorkDesk Pro,Online,Small Business,18,213,0.15,3258.9,1803.42,1455.48,0.4466,Affiliate,Cash
20149,2024-06-23,2024,Q2,Jun,25,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,3,461,0.15,1175.55,648.88,526.67,0.448,Direct,Digital Wallet
20150,2024-09-12,2024,Q3,Sep,37,Midwest,Illinois,Chicago,Furniture,Desk,WorkDesk Pro,Online,Consumer,24,1161,0.05,26470.8,17164.79,9306.01,0.3516,Email,Transfer
20151,2024-10-31,2024,Q4,Oct,44,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Distributor,Consumer,10,155,0.05,1472.5,940.95,531.55,0.361,Google Ads,Digital Wallet
20152,2024-05-12,2024,Q2,May,19,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Distributor,Consumer,7,72,0.05,478.8,315.76,163.04,0.3405,Direct,Cash
20153,2024-10-30,2024,Q4,Oct,44,West,Washington,Seattle,Accessories,Headphones,SoundMax,Distributor,Small Business,18,489,0.1,7921.8,5317.73,2604.07,0.3287,Direct,Digital Wallet
20154,2024-01-17,2024,Q1,Jan,3,Midwest,Illinois,Chicago,Furniture,Desk,WorkDesk Pro,Online,Consumer,9,829,0.1,6714.9,4856.31,1858.59,0.2768,Direct,Card
20155,2024-01-23,2024,Q1,Jan,4,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Distributor,Consumer,6,854,0.15,4355.4,2525.52,1829.88,0.4201,Social Media,Card
20156,2024-07-30,2024,Q3,Jul,31,West,Colorado,Denver,Furniture,Chair,ComfortSeat,Retail,Consumer,16,1108,0.05,16841.6,11633.03,5208.57,0.3093,Email,Transfer
20157,2024-06-20,2024,Q2,Jun,25,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Online,Corporate,12,309,0.0,3708.0,2760.26,947.74,0.2556,Social Media,Digital Wallet
20158,2024-12-21,2024,Q4,Dec,51,Northeast,Pennsylvania,Philadelphia,Accessories,Headphones,SoundMax,Distributor,Consumer,13,95,0.0,1235.0,904.99,330.01,0.2672,Email,Card
20159,2024-05-14,2024,Q2,May,20,West,California,Los Angeles,Electronics,Tablet,Tab Elite,Retail,Corporate,25,437,0.05,10378.75,6142.05,4236.7,0.4082,Social Media,Transfer
20160,2024-09-15,2024,Q3,Sep,37,South,Georgia,Atlanta,Electronics,Laptop,UltraBook Pro,Online,Consumer,21,1224,0.05,24418.8,13508.01,10910.79,0.4468,Social Media,Card
20161,2024-01-03,2024,Q1,Jan,1,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Retail,Corporate,6,101,0.1,545.4,306.42,238.98,0.4382,Social Media,Transfer
20162,2024-04-24,2024,Q2,Apr,17,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Online,Corporate,13,1199,0.15,13248.95,9228.6,4020.35,0.3034,Email,Digital Wallet
20163,2024-05-21,2024,Q2,May,21,West,Colorado,Denver,Electronics,Tablet,Tab Elite,Online,Consumer,10,219,0.15,1861.5,1144.01,717.49,0.3854,Email,Transfer
20164,2024-09-04,2024,Q3,Sep,36,Northeast,New York,New York,Accessories,Keyboard,KeyPro,Distributor,Small Business,9,763,0.1,6180.3,4408.78,1771.52,0.2866,Direct,Card
20165,2024-10-19,2024,Q4,Oct,42,Midwest,Illinois,Chicago,Furniture,Chair,ComfortSeat,Distributor,Corporate,7,813,0.15,4837.35,2730.72,2106.63,0.4355,Affiliate,Transfer
20166,2024-08-05,2024,Q3,Aug,32,West,Washington,Seattle,Accessories,Mouse,ClickPro,Online,Consumer,24,118,0.1,2548.8,1489.66,1059.14,0.4155,Direct,Digital Wallet
20167,2024-07-27,2024,Q3,Jul,30,West,California,Los Angeles,Furniture,Desk,WorkDesk Pro,Online,Corporate,12,68,0.15,693.6,479.63,213.97,0.3085,Direct,Cash
20168,2024-01-05,2024,Q1,Jan,1,South,Florida,Miami,Accessories,Keyboard,KeyPro,Distributor,Small Business,4,91,0.1,327.6,199.9,127.7,0.3898,Affiliate,Transfer
20169,2024-01-11,2024,Q1,Jan,2,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,Retail,Corporate,20,666,0.0,13320.0,8663.26,4656.74,0.3496,Affiliate,Digital Wallet
20170,2024-09-08,2024,Q3,Sep,36,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Online,Consumer,18,633,0.0,11394.0,6560.23,4833.77,0.4242,Email,Card
20171,2024-05-02,2024,Q2,May,18,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Online,Corporate,3,699,0.05,1992.15,1490.9,501.25,0.2516,Social Media,Transfer
20172,2024-08-15,2024,Q3,Aug,33,Northeast,Pennsylvania,Philadelphia,Accessories,Headphones,SoundMax,Distributor,Consumer,18,111,0.15,1698.3,1083.23,615.07,0.3622,Email,Transfer
20173,2024-06-18,2024,Q2,Jun,25,West,California,Los Angeles,Electronics,Phone,Galaxy Max,Retail,Corporate,3,184,0.1,496.8,358.79,138.01,0.2778,Affiliate,Card
20174,2024-10-24,2024,Q4,Oct,43,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,Online,Corporate,6,723,0.0,4338.0,2953.22,1384.78,0.3192,Email,Transfer
20175,2024-08-19,2024,Q3,Aug,34,South,Georgia,Atlanta,Electronics,Laptop,UltraBook Pro,Distributor,Consumer,9,1049,0.05,8968.95,6339.85,2629.1,0.2931,Email,Transfer
20176,2024-04-21,2024,Q2,Apr,16,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,Online,Small Business,20,808,0.1,14544.0,10325.19,4218.81,0.2901,Email,Card
20177,2024-12-28,2024,Q4,Dec,52,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Distributor,Corporate,17,471,0.05,7606.65,5520.05,2086.6,0.2743,Direct,Card
20178,2024-06-07,2024,Q2,Jun,23,South,Georgia,Atlanta,Electronics,Laptop,UltraBook Pro,Retail,Consumer,18,905,0.05,15475.5,10618.29,4857.21,0.3139,Social Media,Digital Wallet
20179,2024-08-07,2024,Q3,Aug,32,West,Colorado,Denver,Furniture,Chair,ComfortSeat,Retail,Small Business,14,231,0.15,2748.9,1600.38,1148.52,0.4178,Affiliate,Card
20180,2024-09-12,2024,Q3,Sep,37,Midwest,Michigan,Detroit,Accessories,Mouse,ClickPro,Distributor,Small Business,18,266,0.0,4788.0,3003.61,1784.39,0.3727,Google Ads,Cash
20181,2024-11-28,2024,Q4,Nov,48,Northeast,Massachusetts,Boston,Accessories,Keyboard,KeyPro,Retail,Consumer,19,480,0.0,9120.0,5150.25,3969.75,0.4353,Social Media,Card
20182,2024-11-24,2024,Q4,Nov,47,West,Colorado,Denver,Accessories,Keyboard,KeyPro,Online,Corporate,10,1058,0.15,8993.0,6738.7,2254.3,0.2507,Social Media,Transfer
20183,2024-07-19,2024,Q3,Jul,29,West,Colorado,Denver,Accessories,Headphones,SoundMax,Online,Consumer,6,1133,0.05,6458.1,4301.25,2156.85,0.334,Direct,Transfer
20184,2024-03-12,2024,Q1,Mar,11,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Online,Consumer,16,1005,0.1,14472.0,8607.51,5864.49,0.4052,Google Ads,Card
20185,2024-10-19,2024,Q4,Oct,42,West,Colorado,Denver,Accessories,Headphones,SoundMax,Online,Consumer,14,647,0.0,9058.0,5982.31,3075.69,0.3396,Email,Card
20186,2024-02-22,2024,Q1,Feb,8,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,Online,Consumer,16,1294,0.1,18633.6,11071.85,7561.75,0.4058,Google Ads,Card
20187,2024-08-09,2024,Q3,Aug,32,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Online,Small Business,8,670,0.0,5360.0,3327.42,2032.58,0.3792,Direct,Card
20188,2024-04-19,2024,Q2,Apr,16,Northeast,Pennsylvania,Philadelphia,Accessories,Mouse,ClickPro,Distributor,Corporate,2,583,0.1,1049.4,771.7,277.7,0.2646,Email,Card
20189,2024-09-10,2024,Q3,Sep,37,South,Florida,Miami,Furniture,Chair,ComfortSeat,Retail,Consumer,24,1319,0.1,28490.4,19265.33,9225.07,0.3238,Email,Card
20190,2024-02-22,2024,Q1,Feb,8,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Distributor,Consumer,8,887,0.05,6741.2,4454.57,2286.63,0.3392,Email,Card
20191,2024-11-21,2024,Q4,Nov,47,Northeast,New York,New York,Furniture,Chair,ComfortSeat,Online,Consumer,1,419,0.0,419.0,274.8,144.2,0.3442,Social Media,Cash
20192,2024-04-15,2024,Q2,Apr,16,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Online,Small Business,6,1302,0.1,7030.8,4358.8,2672.0,0.38,Direct,Transfer
20193,2024-09-03,2024,Q3,Sep,36,Midwest,Michigan,Detroit,Furniture,Desk,WorkDesk Pro,Online,Consumer,21,195,0.05,3890.25,2721.22,1169.03,0.3005,Affiliate,Cash
20194,2024-04-20,2024,Q2,Apr,16,West,California,Los Angeles,Electronics,Tablet,Tab Elite,Distributor,Consumer,4,970,0.1,3492.0,2421.05,1070.95,0.3067,Direct,Transfer
20195,2024-03-20,2024,Q1,Mar,12,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,Distributor,Consumer,4,1059,0.1,3812.4,2551.85,1260.55,0.3306,Google Ads,Transfer
20196,2024-10-23,2024,Q4,Oct,43,South,Florida,Miami,Electronics,Phone,Galaxy Max,Retail,Small Business,17,996,0.1,15238.8,8782.65,6456.15,0.4237,Affiliate,Transfer
20197,2024-10-18,2024,Q4,Oct,42,West,Colorado,Denver,Accessories,Keyboard,KeyPro,Distributor,Corporate,18,762,0.05,13030.2,8320.7,4709.5,0.3614,Email,Card
20198,2024-07-05,2024,Q3,Jul,27,West,Colorado,Denver,Accessories,Mouse,ClickPro,Online,Small Business,14,166,0.15,1975.4,1201.56,773.84,0.3917,Direct,Card
20199,2024-03-14,2024,Q1,Mar,11,Northeast,Massachusetts,Boston,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,10,67,0.1,603.0,342.91,260.09,0.4313,Google Ads,Digital Wallet
20200,2024-11-18,2024,Q4,Nov,47,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,Retail,Small Business,22,639,0.05,13355.1,8929.2,4425.9,0.3314,Affiliate,Cash
20201,2024-02-06,2024,Q1,Feb,6,South,Texas,Dallas,Accessories,Keyboard,KeyPro,Online,Consumer,21,336,0.15,5997.6,3547.07,2450.53,0.4086,Affiliate,Transfer
20202,2024-05-19,2024,Q2,May,20,West,Colorado,Denver,Accessories,Mouse,ClickPro,Distributor,Corporate,9,148,0.05,1265.4,771.52,493.88,0.3903,Direct,Cash
20203,2024-12-19,2024,Q4,Dec,51,West,California,Los Angeles,Accessories,Keyboard,KeyPro,Distributor,Consumer,20,114,0.05,2166.0,1243.52,922.48,0.4259,Direct,Card
20204,2024-06-25,2024,Q2,Jun,26,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Distributor,Corporate,11,191,0.1,1890.9,1339.55,551.35,0.2916,Google Ads,Digital Wallet
20205,2024-06-29,2024,Q2,Jun,26,Midwest,Ohio,Columbus,Accessories,Headphones,SoundMax,Online,Corporate,4,451,0.05,1713.8,1028.05,685.75,0.4001,Social Media,Cash
20206,2024-12-30,2024,Q4,Dec,1,West,Washington,Seattle,Accessories,Keyboard,KeyPro,Retail,Consumer,3,433,0.15,1104.15,771.72,332.43,0.3011,Affiliate,Card
20207,2024-06-05,2024,Q2,Jun,23,Midwest,Michigan,Detroit,Accessories,Headphones,SoundMax,Online,Corporate,13,172,0.05,2124.2,1355.8,768.4,0.3617,Social Media,Card
20208,2024-05-02,2024,Q2,May,18,Northeast,Massachusetts,Boston,Electronics,Tablet,Tab Elite,Distributor,Corporate,19,75,0.15,1211.25,698.04,513.21,0.4237,Affiliate,Cash
20209,2024-10-07,2024,Q4,Oct,41,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Distributor,Corporate,12,529,0.15,5395.8,3896.74,1499.06,0.2778,Google Ads,Transfer
20210,2024-03-08,2024,Q1,Mar,10,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Retail,Corporate,20,1210,0.0,24200.0,14267.57,9932.43,0.4104,Social Media,Card
20211,2024-01-13,2024,Q1,Jan,2,Northeast,Massachusetts,Boston,Accessories,Mouse,ClickPro,Distributor,Corporate,10,826,0.1,7434.0,4186.11,3247.89,0.4369,Google Ads,Cash
20212,2024-02-16,2024,Q1,Feb,7,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Online,Small Business,8,173,0.0,1384.0,788.45,595.55,0.4303,Google Ads,Transfer
20213,2024-12-11,2024,Q4,Dec,50,Northeast,Massachusetts,Boston,Accessories,Mouse,ClickPro,Distributor,Corporate,12,1365,0.0,16380.0,10834.16,5545.84,0.3386,Email,Transfer
20214,2024-08-15,2024,Q3,Aug,33,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Online,Consumer,15,1224,0.1,16524.0,12065.79,4458.21,0.2698,Social Media,Card
20215,2024-01-29,2024,Q1,Jan,5,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Online,Consumer,23,41,0.0,943.0,606.99,336.01,0.3563,Direct,Card
20216,2024-09-06,2024,Q3,Sep,36,West,Colorado,Denver,Accessories,Mouse,ClickPro,Retail,Corporate,21,801,0.1,15138.9,10572.28,4566.62,0.3016,Google Ads,Transfer
20217,2024-10-10,2024,Q4,Oct,41,Northeast,Massachusetts,Boston,Electronics,Laptop,UltraBook Pro,Retail,Consumer,7,1274,0.05,8472.1,5666.9,2805.2,0.3311,Affiliate,Card
20218,2024-01-15,2024,Q1,Jan,3,West,California,Los Angeles,Accessories,Keyboard,KeyPro,Retail,Corporate,8,587,0.0,4696.0,3520.5,1175.5,0.2503,Google Ads,Card
20219,2024-11-14,2024,Q4,Nov,46,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Online,Small Business,19,550,0.05,9927.5,6859.06,3068.44,0.3091,Social Media,Card
20220,2024-02-09,2024,Q1,Feb,6,Northeast,New York,New York,Accessories,Keyboard,KeyPro,Online,Small Business,11,261,0.15,2440.35,1704.18,736.17,0.3017,Google Ads,Digital Wallet
20221,2024-09-17,2024,Q3,Sep,38,West,Washington,Seattle,Electronics,Phone,Galaxy Max,Retail,Consumer,25,1093,0.0,27325.0,19713.3,7611.7,0.2786,Google Ads,Card
20222,2024-08-13,2024,Q3,Aug,33,Midwest,Ohio,Columbus,Accessories,Mouse,ClickPro,Retail,Corporate,5,49,0.1,220.5,144.57,75.93,0.3444,Google Ads,Cash
20223,2024-02-07,2024,Q1,Feb,6,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Online,Consumer,8,389,0.15,2645.2,1719.85,925.35,0.3498,Email,Transfer
20224,2024-11-24,2024,Q4,Nov,47,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,Retail,Small Business,12,451,0.15,4600.2,3427.14,1173.06,0.255,Google Ads,Transfer
20225,2024-01-01,2024,Q1,Jan,1,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Distributor,Corporate,18,1309,0.0,23562.0,17215.72,6346.28,0.2693,Affiliate,Cash
20226,2024-11-29,2024,Q4,Nov,48,Midwest,Ohio,Columbus,Furniture,Chair,ComfortSeat,Retail,Consumer,20,422,0.1,7596.0,5044.43,2551.57,0.3359,Direct,Digital Wallet
20227,2024-07-30,2024,Q3,Jul,31,West,California,Los Angeles,Electronics,Tablet,Tab Elite,Distributor,Small Business,19,1224,0.1,20930.4,12561.0,8369.4,0.3999,Social Media,Digital Wallet
20228,2024-11-28,2024,Q4,Nov,48,West,Colorado,Denver,Electronics,Laptop,UltraBook Pro,Retail,Small Business,24,235,0.15,4794.0,3344.17,1449.83,0.3024,Email,Card
20229,2024-04-28,2024,Q2,Apr,17,Midwest,Michigan,Detroit,Accessories,Mouse,ClickPro,Online,Corporate,4,154,0.15,523.6,343.18,180.42,0.3446,Email,Cash
20230,2024-01-03,2024,Q1,Jan,1,Northeast,New York,New York,Furniture,Desk,WorkDesk Pro,Distributor,Small Business,18,410,0.15,6273.0,4019.85,2253.15,0.3592,Affiliate,Transfer
20231,2024-07-10,2024,Q3,Jul,28,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,Retail,Small Business,15,316,0.0,4740.0,3403.29,1336.71,0.282,Email,Card
20232,2024-07-06,2024,Q3,Jul,27,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Online,Consumer,11,811,0.1,8028.9,5861.04,2167.86,0.27,Google Ads,Digital Wallet
20233,2024-10-19,2024,Q4,Oct,42,West,Washington,Seattle,Electronics,Phone,Galaxy Max,Retail,Corporate,10,808,0.05,7676.0,5249.73,2426.27,0.3161,Affiliate,Digital Wallet
20234,2024-10-19,2024,Q4,Oct,42,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Distributor,Small Business,12,1338,0.0,16056.0,11559.77,4496.23,0.28,Direct,Transfer
20235,2024-03-30,2024,Q1,Mar,13,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Retail,Corporate,3,455,0.05,1296.75,737.02,559.73,0.4316,Social Media,Card
20236,2024-06-02,2024,Q2,Jun,22,Midwest,Illinois,Chicago,Furniture,Chair,ComfortSeat,Retail,Small Business,3,130,0.15,331.5,184.93,146.57,0.4421,Google Ads,Digital Wallet
20237,2024-12-02,2024,Q4,Dec,49,Midwest,Michigan,Detroit,Accessories,Mouse,ClickPro,Retail,Small Business,18,204,0.05,3488.4,2079.91,1408.49,0.4038,Email,Digital Wallet
20238,2024-01-06,2024,Q1,Jan,1,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Retail,Small Business,7,263,0.0,1841.0,1118.42,722.58,0.3925,Social Media,Transfer
20239,2024-03-02,2024,Q1,Mar,9,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Online,Small Business,7,693,0.1,4365.9,2942.6,1423.3,0.326,Email,Digital Wallet
20240,2024-09-02,2024,Q3,Sep,36,West,California,Los Angeles,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,19,1386,0.15,22383.9,15380.63,7003.27,0.3129,Email,Digital Wallet
20241,2024-11-02,2024,Q4,Nov,44,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Retail,Small Business,15,813,0.0,12195.0,7653.99,4541.01,0.3724,Direct,Cash
20242,2024-06-24,2024,Q2,Jun,26,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,14,1230,0.1,15498.0,10518.22,4979.78,0.3213,Google Ads,Card
20243,2024-01-19,2024,Q1,Jan,3,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Online,Consumer,7,1027,0.15,6110.65,3942.55,2168.1,0.3548,Affiliate,Card
20244,2024-12-25,2024,Q4,Dec,52,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,Online,Corporate,3,106,0.0,318.0,212.34,105.66,0.3323,Direct,Card
20245,2024-10-19,2024,Q4,Oct,42,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Retail,Small Business,5,73,0.05,346.75,199.15,147.6,0.4257,Affiliate,Digital Wallet
20246,2024-11-21,2024,Q4,Nov,47,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Online,Corporate,15,512,0.15,6528.0,4637.3,1890.7,0.2896,Email,Card
20247,2024-02-27,2024,Q1,Feb,9,Northeast,Massachusetts,Boston,Electronics,Laptop,UltraBook Pro,Distributor,Small Business,7,450,0.05,2992.5,1808.77,1183.73,0.3956,Google Ads,Digital Wallet
20248,2024-11-10,2024,Q4,Nov,45,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Retail,Corporate,9,495,0.1,4009.5,2959.85,1049.65,0.2618,Affiliate,Cash
20249,2024-03-21,2024,Q1,Mar,12,Midwest,Ohio,Columbus,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,22,1038,0.15,19410.6,13843.65,5566.95,0.2868,Social Media,Card
20250,2024-09-15,2024,Q3,Sep,37,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Online,Small Business,1,222,0.05,210.9,128.12,82.78,0.3925,Affiliate,Transfer
20251,2024-02-05,2024,Q1,Feb,6,Midwest,Ohio,Columbus,Furniture,Chair,ComfortSeat,Retail,Consumer,5,1055,0.1,4747.5,2856.26,1891.24,0.3984,Direct,Digital Wallet
20252,2024-07-17,2024,Q3,Jul,29,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,Retail,Corporate,13,1298,0.1,15186.6,8978.76,6207.84,0.4088,Email,Cash
20253,2024-01-02,2024,Q1,Jan,1,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Online,Small Business,12,1134,0.05,12927.6,8396.08,4531.52,0.3505,Google Ads,Transfer
20254,2024-04-22,2024,Q2,Apr,17,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Retail,Corporate,13,239,0.1,2796.3,1952.77,843.53,0.3017,Email,Card
20255,2024-04-26,2024,Q2,Apr,17,Northeast,Pennsylvania,Philadelphia,Electronics,Laptop,UltraBook Pro,Retail,Corporate,1,492,0.0,492.0,366.16,125.84,0.2558,Email,Card
20256,2024-04-10,2024,Q2,Apr,15,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,Online,Corporate,11,498,0.1,4930.2,2816.48,2113.72,0.4287,Google Ads,Cash
20257,2024-04-03,2024,Q2,Apr,14,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Online,Corporate,2,1196,0.1,2152.8,1228.84,923.96,0.4292,Google Ads,Digital Wallet
20258,2024-06-10,2024,Q2,Jun,24,Northeast,Pennsylvania,Philadelphia,Furniture,Chair,ComfortSeat,Online,Corporate,6,510,0.05,2907.0,1978.84,928.16,0.3193,Affiliate,Digital Wallet
20259,2024-06-16,2024,Q2,Jun,24,West,Colorado,Denver,Electronics,Laptop,UltraBook Pro,Retail,Consumer,13,1311,0.05,16190.85,8994.83,7196.02,0.4444,Direct,Digital Wallet
20260,2024-10-02,2024,Q4,Oct,40,West,Washington,Seattle,Furniture,Desk,WorkDesk Pro,Distributor,Small Business,25,1265,0.05,30043.75,20563.87,9479.88,0.3155,Email,Card
20261,2024-06-06,2024,Q2,Jun,23,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Online,Corporate,16,277,0.15,3767.2,2809.15,958.05,0.2543,Email,Digital Wallet
20262,2024-11-17,2024,Q4,Nov,46,Midwest,Ohio,Columbus,Electronics,Tablet,Tab Elite,Retail,Consumer,10,1081,0.0,10810.0,7046.8,3763.2,0.3481,Affiliate,Card
20263,2024-12-19,2024,Q4,Dec,51,West,Washington,Seattle,Accessories,Headphones,SoundMax,Distributor,Corporate,16,1326,0.0,21216.0,12076.79,9139.21,0.4308,Google Ads,Cash
20264,2024-11-23,2024,Q4,Nov,47,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Online,Consumer,17,782,0.0,13294.0,8047.27,5246.73,0.3947,Google Ads,Card
20265,2024-06-30,2024,Q2,Jun,26,West,California,Los Angeles,Electronics,Phone,Galaxy Max,Online,Consumer,24,658,0.1,14212.8,10298.39,3914.41,0.2754,Social Media,Cash
20266,2024-04-06,2024,Q2,Apr,14,West,Colorado,Denver,Furniture,Chair,ComfortSeat,Online,Corporate,1,173,0.05,164.35,100.69,63.66,0.3873,Direct,Transfer
20267,2024-01-10,2024,Q1,Jan,2,West,Washington,Seattle,Electronics,Laptop,UltraBook Pro,Retail,Corporate,4,1382,0.15,4698.8,3452.11,1246.69,0.2653,Google Ads,Card
20268,2024-09-07,2024,Q3,Sep,36,West,Colorado,Denver,Accessories,Headphones,SoundMax,Retail,Corporate,17,70,0.0,1190.0,865.52,324.48,0.2727,Email,Transfer
20269,2024-07-18,2024,Q3,Jul,29,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Retail,Small Business,15,1013,0.05,14435.25,9951.02,4484.23,0.3106,Email,Cash
20270,2024-09-28,2024,Q3,Sep,39,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Distributor,Consumer,17,937,0.05,15132.55,11332.84,3799.71,0.2511,Affiliate,Card
20271,2024-04-25,2024,Q2,Apr,17,Midwest,Michigan,Detroit,Furniture,Desk,WorkDesk Pro,Retail,Small Business,15,593,0.0,8895.0,5832.67,3062.33,0.3443,Affiliate,Digital Wallet
20272,2024-02-21,2024,Q1,Feb,8,West,California,Los Angeles,Accessories,Headphones,SoundMax,Online,Consumer,5,1388,0.15,5899.0,4028.58,1870.42,0.3171,Google Ads,Transfer
20273,2024-10-13,2024,Q4,Oct,41,Midwest,Illinois,Chicago,Electronics,Tablet,Tab Elite,Distributor,Consumer,24,886,0.1,19137.6,14236.89,4900.71,0.2561,Direct,Transfer
20274,2024-01-02,2024,Q1,Jan,1,Northeast,New York,New York,Accessories,Keyboard,KeyPro,Retail,Corporate,17,1213,0.1,18558.9,11111.2,7447.7,0.4013,Google Ads,Transfer
20275,2024-10-09,2024,Q4,Oct,41,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,Distributor,Consumer,3,520,0.15,1326.0,977.29,348.71,0.263,Email,Digital Wallet
20276,2024-05-21,2024,Q2,May,21,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Retail,Consumer,23,545,0.05,11908.25,7430.03,4478.22,0.3761,Social Media,Cash
20277,2024-01-29,2024,Q1,Jan,5,West,Washington,Seattle,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,3,1090,0.0,3270.0,2096.68,1173.32,0.3588,Social Media,Transfer
